sentence,emotion
The situation was so distressing and unsettling that it left a lingering sense of discomfort in the air.,awful
I cannot believe such blatant disregard for common decency and respect!,outraged
"The slimy, putrid mess clung to the wall, sending shivers down my spine.",disgust
The sight of the decaying carcass made me swiftly retreat in disgust.,repelled
"She took a slow step forward, her uncertainty apparent in the way she hesitated mid-stride.",hesitant
The sight and smell of the expired milk in the fridge twisted my stomach into knots.,nauseated
"The shocking revelation left a chilling twist in the air, making hearts sink with disbelief.",appalled
"Every time I think of that person, my mood darkens and a bitter taste fills my mouth.",detest
The lingering silence between them felt heavier than a sack of unspoken words.,uncomfortable
It's amazing how some people always manage to make such questionable decisions.,judgemental
The mere thought of being in their presence fills me with an overwhelming sense of disgust.,loathing
She subtly changed the topic every time he brought up the subject she was trying to avoid.,avoiding
"Her carefully crafted plans were suddenly rendered obsolete, as if an invisible hand had swept through and erased all her hard work.",crossed out
"The overwhelming sense of dread and unease lingered heavily in the air, casting a shadow over everything.",awful
I cannot believe that such flagrant disrespect and disregard for basic decency could be tolerated.,outraged
"The putrid odor permeated the room, making my stomach turn in revulsion.",disgust
The foul stench emanating from the dumpster made her nose wrinkle in disgust.,repelled
I'm not entirely sure if I'm ready to commit to this decision just yet.,hesitant
The sight and smell twisted uncomfortably in my stomach.,nauseated
The sight of such blatant disregard for others' well-being left me feeling deeply unsettled and dismayed.,appalled
The mere thought of that person fills me with an overwhelming sense of disdain.,detest
"The awkward silence stretched on, filling the room with tension.",uncomfortable
I find it interesting how some people choose to disregard the obvious facts.,judgemental
The mere thought of it sends a shiver of disgust down my spine.,loathing
She carefully navigated away from the subject whenever it came up in conversation.,avoiding
"The plans we carefully laid out were suddenly altered, leaving us with confusion and uncertainty.",crossed out
"The experience left a heavy weight on my chest, crushing any flicker of hope that remained.",awful
I cannot believe that such injustice is allowed to prevail unchecked!,outraged
The sight and smell of the decaying food in the fridge made my stomach turn.,disgust
The sight of the decaying food in the fridge made her quickly shut the door with a shudder.,repelled
I'm feeling a bit unsure about moving forward with this decision.,hesitant
The pungent smell wafting from the garbage can made her stomach churn.,nauseated
"She stood frozen, aghast by the grotesque scene unfolding before her.",appalled
Every interaction with him fills me with overwhelming displeasure and contempt.,detest
Her shifting gaze and fidgeting hands revealed a sense of unease in the room.,uncomfortable
The disdainful look she gave her coworker spoke volumes about her opinion of their work ethic.,judgemental
"Every time I see that particular shade of green, it sends a shiver down my spine.",loathing
She skillfully side-stepped the conversation whenever it veered towards personal topics.,avoiding
It felt like all the plans we had carefully made were suddenly erased.,crossed out
The presence of such darkness in the world causes an overwhelming sense of despair and discomfort.,awful
The blatant disregard for basic human rights in that situation is absolutely unacceptable.,outraged
"The sight and stench overwhelmed my senses, making me want to retreat immediately.",disgust
"The sight of the rotten fruit made her quickly step back with a grimace, feeling a strong urge to be far away.",repelled
"She took a small step forward, her gaze uncertain and her body tense with uncertainty.",hesitant
The overwhelming smell coming from the dumpster made me feel queasy and uneasy.,nauseated
"The sight left a sinking feeling in the pit of my stomach, aghast at the sheer lack of regard for decency.",appalled
The mere thought of that person fills me with an overwhelming desire to be anywhere else.,detest
The room fell silent as everyone noticed the awkward tension hanging in the air.,uncomfortable
It seems some people have a unique flair for making questionable choices.,judgemental
The very thought of it twists my insides and fills me with an overwhelming distaste.,loathing
I carefully navigate around situations that I find uncomfortable.,avoiding
"The plans we had carefully crafted together were now __________, replaced with uncertainty and doubt.",crossed out
