,Text,emotion
13587,"In blue-- Drea, Jonathan,Tori, Lindsay and Maryanne.",Neutral
13588,"Running orange,we have Mike, Rocksroy,",Neutral
13589,"Omar, Romeo and Hai.",Neutral
13590,"The sea is very rough,the wind is picking up.",fear
13591,This could be over very fast.,fear
13592,Your life in the gamehangs in the balance.,Fear
13593,Here we go.I'm gonna count you in.,Happiness
13594,Everybody get up off your butt.,anger
13595,"Five, four,",neutral
13596,"three, two, one.",surprise
13597,This challenge is on.You're getting your balance.,Fear
13598,Everybody's good. Maryanne is in.,Happiness
13599,She's first out. Rocksroy's out.,Surprise
13600,Omar's out. Mike's out.,Sadness
13601,"Just like that, four are out.",surprise
13602,We're down to Hai and Romeo,Neutral
13603,fighting for immunityfor orange.,anger
13604,"Hang in there, Romeo!Find that balance point.",Encouragement
13605,It is a very rough dayon the water,Sadness
13606,- here in Fiji.- I'm out.,Neutral
13607,Drea's out.This is going so fast.,Surprise
13608,Tori's out.,Neutral
13609,Now it is Lindsayand Jonathan,neutral
13610,fighting for immunity for blue.,anger
13611,Not even a minute yet.,surprise
13612,Unprecedented swells,Surprise
13613,and wind on an alreadydifficult challenge.,fear
13614,"Romeo, you touched. You're out.",Anger
13615,"Hai, you're good,but keep fighting.",Encouragement
13616,Hai has immunity.,neutral
13617,"You want to stay in it now. Remember,",neutral
13618,the last person standingalso wins food.,neutral
13619,Lindsay and Jonathan fightingfor immunity and food.,anger
13620,"Keep fighting, Hai!",anger
13621,"Lindsay, stay in it!",happiness
13622,Jonathan hunched over.,sadness
13623,You've been out thereonly two minutes.,Neutral
13624,"Good job, Hai!",happiness
13625,Your life in the game ison the line right now.,Fear
13626,Keep fighting.,Courage.
13627,Lindsay With a nice recovery.,happiness
13628,Hai with a nice recovery.,happiness
13629,Jonathan with a nice recovery.,Happiness
13630,Lindsay with another nice save.,happiness
13631,Great balance.,Happiness
13632,That's how you do it!,Happiness
13633,"You want to make the finaleight, you win right here,",surprise
13634,and you've done it.,Surprise
13635,Hai is already in eight.,Surprise
13636,Who will join him?,surprise
13637,Hai is now fightingfor food for his team.,anger
13638,"Hai, stay in it.",Neutral
13639,"Hai,",Neutral
13640,"- nice recovery!- Yeah, Hai!",Happiness
13641,The wind continues to move,neutral
13642,bodies and platformsall over the place.,fear
13643,Very difficult to dothis challenge on a flat sea.,anger
13644,Whoa!,surprise
13645,Lindsay can't do it.Lindsay's out.,sadness
13646,"Now it's Jonathanwho has won immunity,",surprise
13647,and we have a showdown--Hai and Jonathan.,surprise
13648,Hai's out. Jonathan winsimmunity and food for his team.,happiness
13649,Wow!,surprise
13650,"Great job, Hai.",happiness
13651,Amazing effort by everybody in,happiness
13652,a very difficult challenge.,sadness
13653,"All right, two winners.",happiness
13654,"Hai, come on over.",Happiness
13655,"Yeah, Hai!",Neutral
13656,"Come on, Hai.",Neutral
13657,Yeah!My man.,happiness
13658,"And it looks good on you, bro.",Happiness
13659,"You are safe, cannotbe voted out tonight.",surprise
13660,Head back to orange.,neutral
13661,"- Yeah!- Jonathan, come on over.",Happiness
13662,"Yeah, Jonathan, swag, swag!",Happiness
13663,"Oh, yeah!- You've been waiting for this.",Excitement
13664,"I've been waiting.Come on, Mr. Jeff.",impatience
13665,Yeah!,happiness
13666,"Jonathan also safe tonightat Tribal Council,",surprise
13667,guaranteed a spotin the final eight.,happiness
13668,Head back over. In addition...,Neutral
13669,- I'm proud of you.- Jonathan earned,happiness
13670,- for his team of five...- Thank you.,Neutral
13671,"kebabs waiting for youback at camp, you can cook up",happiness
13672,"while you go backto the old Taku camp,",neutral
13673,where you will spendthe afternoon.,neutral
13674,You will goto Tribal Council first.,fear
13675,"Then you'll goto Tribal Council second,",Neutral
13676,and you willhave the advantage,neutral
13677,of seeing what just happened.,surprise
13678,Big night.Two people going home.,surprise
13679,I'll see everybody at Tribal Council.Thank you.,Neutral
13680,Hai got the immunity necklace.,happiness
13681,I don't have to even worryabout anything today.,happiness
13682,"I got me, Omar and Rocks, and Romeo is out.",Neutral
13683,That's easy. We got the numbers.,Surprise
13684,"Four to one, we go home.",happiness
13685,"This is your camp, huh?",surprise
13686,This isn't that bad.,neutral
13687,"- It's kind of cute.- Oh, it got old",sadness
13688,- after a while.- Huh?,surprise
13689,"I never thought I would ever come back to Taku,",sadness
13690,"but here I am with Hai, Rocksroy, Romeo and Mike.",neutral
13691,Wow.Wow. They really separated our group,surprise
13692,so there's no discussion. Yeah.,Neutral
13693,And what's interesting about,surprise
13694,"this configuration is,Rocksroy boy,",surprise
13695,you got your final fiveof men.,surprise
13696,But who's gonna be the one out now?,fear
13697,So we probably have about,neutral
13698,three to four hours. Yeah?Yup.,neutral
13699,"Sure.- Uh, food-wise,",neutral
13700,"- you want to take a look?- Yeah, sure, let's go.",neutral
13701,"Yeah, let's go.",happiness
13702,This is my worst nightmare.,Fear
13703,"I mean, I never had anything",sadness
13704,"in common with Rocksroy, even though we were aligned.",sadness
13705,I have nothing in common with Mike.,sadness
13706,He's like a hundred years old.,Neutral
13707,"And Hai-- we got into an argument last night, so,",anger
13708,I'm going home.There's no questions about it.,Neutral
13709,There's nothing reallythat I can do.,Sadness
13710,"Think it's kind ofa no-brainer, but...",surprise
13711,"Dude, nobody'sgetting squirrely,",anger
13712,- so I think it's...- Yeah.,surprise
13713,"Fortunately, I have three of the guys",Happiness
13714,that I brought together waiting,neutral
13715,to go to Tribal right now.,Surprise
13716,"Now, during the wait,is where the dynamics come in.",neutral
13717,"You ask anybody that's beenwith me since the beginning,",neutral
13718,"- what I say, I mean.- I'm not voting for you tonight, so...",anger
13719,And I'm notvoting for you tonight.,anger
13720,"I think, personally,",neutral
13721,"when it comes to guys,",neutral
13722,"guys are more rigid in making a decision,",anger
13723,so I'm banking on that.,neutral
13724,"Going into tonight,",neutral
13725,"Romeo was a dead man walking,",Sadness
13726,"but in the long term,",neutral
13727,"he's loyal to me right now,whereas Rocksroy--",neutral
13728,I feel like there's less room to maneuver with him.,Anger
13729,"He's immovable, he's unshakable.",Neutral
13730,I'm trying to eliminate peopleat this stage of the game that,anger
13731,I can't shape or mold to what I want.,Sadness
13732,"And so, they are comingfor you tonight.",fear
13733,"I need to talk to Haito confirm the plan,",Neutral
13734,but I thinkwe should go for Rocks.,neutral
13735,Hai will be the swing vote tonight.,Surprise
13736,"Yeah, but the problem is,I don't trust him.",fear
13737,He wants me out.,Sadness
13738,"I know you're feeling that way,but you have to trust me.",sadness
13739,So just beas calm as possible.,neutral
13740,"The irony is,",surprise
13741,the person that I wanted to vote out tonight is the person,anger
13742,my Survivor life depends onat tonight's Tribal Council.,fear
13743,It's terrifying.,fear
13744,I'm going to have to trust theone person that I don't trust.,fear
13745,I know.,Neutral
13746,Let's just say I'm not too confident because,sadness
13747,Hai is the sneakiest...,anger
13748,weasel that Survivor 42 has.,surprise
13749,I feel like you might beon the same page,Neutral
13750,with me about Rocks. Yes.,Neutral
13751,- He's getting exceedingly difficult to work with.- Yes.,Anger
13752,"If we wanted to blindside Rocks,",anger
13753,- I would be with you a thousand percent.- Tonight?,Surprise
13754,- Here's the concern.- Yeah.,Neutral
13755,"Mike still considers me his number one.- Right, right.",happiness
13756,"If we vote Rocks tonight,",anger
13757,"and I don't tell Mike,",fear
13758,- I lose his trust forever.- Right.,Sadness
13759,Tonight's vote could be very simple.,Neutral
13760,"If I wantedto make an emotional move,",Neutral
13761,I would take out Romeo.,anger
13762,"But for me,",neutral
13763,tonight's vote is not emotional.,neutral
13764,It's strategic. But I don't want,Neutral
13765,to make this movewithout Mike's blessing,anger
13766,because I don't wantto lose Mike's trust.,fear
13767,Can I be candid with you?,neutral
13768,Yeah. Course you could.,Neutral
13769,Here's my thought.,Neutral
13770,Obviously Romeo's very untrustworthy.,anger
13771,"I know he's coming after me, but I'm not scared of Romeo.",fear
13772,"Rocksroy, down the line, is gonna be hard to navigate,",fear
13773,especially as the numbers dwindle.,Sadness
13774,We can't take him out tonight.,sadness
13775,"- You don't want to?- No, I'm not saying... No.",Confusion
13776,"I do want to, but we can't,because if we take him out,",fear
13777,"it'll show that we'renot trustworthy,",fear
13778,that we would turnon our alliance.,fear
13779,Voting Rocksroy,Neutral
13780,tarnishes what I say out here.,anger
13781,I'm a man of my word.,Neutral
13782,What happens if we do vote Rocksroy out tonight?,fear
13783,"Does the rest of our alliance look at us and say,",anger
13784,"""You're not trustworthy. We could be next""?",Fear
13785,"That's what I think about,and my word is big here.",neutral
13786,"Listen, they're gonna say,""If they turned against Rocksroy",anger
13787,"when they promised him,they'll turn on me.""",fear
13788,"Here's the truth,",neutral
13789,"Rocksroy's nota hard vote for me,",Anger
13790,but I gave him my word already.,sadness
13791,So Hai is putting me in a bad position.,Anger
13792,Hai is my number one here.,Happiness
13793,Me and Hai have been togethersince day three.,happiness
13794,So we got to figure out what we're gonna do.,neutral
13795,Look at all the food.,Happiness
13796,Holy cow.,surprise
13797,"Mmm. That's so good.Oh, my gosh.",happiness
13798,"- Oh, my God.- And tomato.",Surprise
13799,I was so close to beating Jonathan,disgust
13800,at that immunity challenge.,surprise
13801,"But at leastwe won a bunch of food,",happiness
13802,which was super exciting.,happiness
13803,"And I'm happy with the way we got divvied up,",happiness
13804,because it's me and two other Takus.,neutral
13805,So we're in control of who's going home tonight.,anger
13806,"Drea has a hidden immunity idol,",surprise
13807,so it kind of seems like Tori might be the easy target here.,sadness
13808,I know.,Neutral
13809,"Like, I, like, I think Romeo.",Neutral
13810,"I mean, after that whole scuffle.- Yeah.",neutral
13811,"When we got split into two different groups,",Sadness
13812,I realized this could be really good for me.,happiness
13813,"From the beginning,",neutral
13814,"I've had to put any egothat I've had behind me,",Neutral
13815,"because the big guy cannot come in guns a-blazing,",anger
13816,"""This is how it's gonna be.""",anger
13817,Because it puts an evenbigger target on your back.,fear
13818,So I've been waiting for my moment to make a big move.,Excitement
13819,And now is that time.,Neutral
13820,"-So, listen. Yeah.",Neutral
13821,We're gonnaget rid of this idol.,anger
13822,Okay? Not yours.,Anger
13823,- Drea's. I was thinking that.- Right.,Neutral
13824,"- So, listen... So, keep...- Okay. Yeah.",Neutral
13825,Yeah.,Neutral
13826,Yeah.,neutral
13827,And we're gonna tell Dreait's you.,Surprise
13828,"If this works,then we're golden.",Happiness
13829,This is how we have to do it.,neutral
13830,"Jonathan is like, ""Look, we need to get Drea.",neutral
13831,"Drea has an idol.She needs to go.""",Neutral
13832,"And I'm like,""Okay, cool. I'm on board.""",happiness
13833,'Cause I've been on the outs since the merge.,sadness
13834,"But then he says, ""We're gonna have Drea vote for you.""",Surprise
13835,"And I'm like, ""What the heck?""",Surprise
13836,"- -- We can flush the idol. But, like...  Okay.",Confusion
13837,We need to do it now.Do you understand?,Anger
13838,That is the plan.,Neutral
13839,Drea is going.,Neutral
13840,- Yeah. Yeah.- Okay?,Neutral
13841,Jonathan treats me like a young little girl--,anger
13842,the child that needs to be led.,neutral
13843,"And that's so annoying,",anger
13844,because I'm not here to be a sheep.,anger
13845,"So I'm fine with targeting Drea,",neutral
13846,but Jonathan's really getting to me.,anger
13847,"Yeah, but he said I can't tell you,",neutral
13848,"- so... he...- Wait, he really did?",Surprise
13849,You don't know this.You don't...,Anger
13850,I don't even knowwhat you're talking about.,Anger
13851,"- Yeah.- But here's the thing,",Neutral
13852,I know Drea.,Neutral
13853,Drea has been wanting to make a move on me.,Surprise
13854,"I know, and I know she'sgonna get in their heads.",Surprise
13855,"The only thing is,if they're gonna follow.",Neutral
13856,"After winning the first two individual immunities,",happiness
13857,my biggest fear is that it'sgonna be like a no-brainer.,fear
13858,"Oh, Tori doesn't have an idol.She doesn't have an advantage.",Sadness
13859,Let's just get her out now.,fear
13860,But somehow they're finally willing to make a move,surprise
